"Subject"	"TrialType"	"numErr"	"GenType"	"Task"	"ConType"	"PrimeType"	"TargetType"	"numTOErr"	"numComErr"	"Observer"
56	"WITnumErr_ww"	17	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	7	10	"Absent"
57	"WITnumErr_ww"	14	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	8	6	"Present"
58	"WITnumErr_ww"	10	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	5	5	"Absent"
59	"WITnumErr_ww"	20	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	11	9	"Present"
60	"WITnumErr_ww"	13	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	6	7	"Absent"
61	"WITnumErr_ww"	23	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	3	20	"Present"
62	"WITnumErr_ww"	5	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	3	2	"Absent"
63	"WITnumErr_ww"	20	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	4	16	"Present"
64	"WITnumErr_ww"	26	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	2	24	"Absent"
65	"WITnumErr_ww"	19	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	2	17	"Present"
66	"WITnumErr_ww"	7	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	0	7	"Absent"
67	"WITnumErr_ww"	12	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	9	3	"Present"
68	"WITnumErr_ww"	45	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	19	26	"Absent"
69	"WITnumErr_ww"	12	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	4	8	"Present"
70	"WITnumErr_ww"	19	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	2	17	"Absent"
71	"WITnumErr_ww"	21	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	3	18	"Present"
72	"WITnumErr_ww"	12	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	7	5	"Absent"
73	"WITnumErr_ww"	11	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	1	10	"Present"
74	"WITnumErr_ww"	22	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	3	19	"Absent"
75	"WITnumErr_ww"	29	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	5	24	"Present"
76	"WITnumErr_ww"	20	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	4	16	"Absent"
77	"WITnumErr_ww"	23	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	9	14	"Present"
78	"WITnumErr_ww"	23	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	14	9	"Absent"
79	"WITnumErr_ww"	6	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	2	4	"Present"
80	"WITnumErr_ww"	25	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	2	23	"Absent"
81	"WITnumErr_ww"	16	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	1	15	"Present"
82	"WITnumErr_ww"	15	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	1	14	"Absent"
83	"WITnumErr_ww"	9	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	6	3	"Present"
84	"WITnumErr_ww"	10	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	4	6	"Absent"
85	"WITnumErr_ww"	13	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	7	6	"Present"
86	"WITnumErr_ww"	19	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	10	9	"Absent"
87	"WITnumErr_ww"	38	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	32	6	"Present"
88	"WITnumErr_ww"	12	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	9	3	"Absent"
89	"WITnumErr_ww"	30	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	12	18	"Present"
90	"WITnumErr_ww"	35	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	2	33	"Absent"
91	"WITnumErr_ww"	26	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	14	12	"Present"
92	"WITnumErr_ww"	24	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	10	14	"Absent"
93	"WITnumErr_ww"	27	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	8	19	"Present"
94	"WITnumErr_ww"	23	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	4	19	"Absent"
95	"WITnumErr_ww"	10	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	3	7	"Present"
96	"WITnumErr_ww"	15	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	3	12	"Absent"
97	"WITnumErr_ww"	20	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	10	10	"Present"
98	"WITnumErr_ww"	30	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	5	25	"Absent"
99	"WITnumErr_ww"	19	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	4	15	"Present"
100	"WITnumErr_ww"	14	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	2	12	"Absent"
101	"WITnumErr_ww"	34	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	1	33	"Present"
102	"WITnumErr_ww"	15	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	4	11	"Absent"
103	"WITnumErr_ww"	23	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	10	13	"Present"
104	"WITnumErr_ww"	20	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	8	12	"Absent"
105	"WITnumErr_ww"	12	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	6	6	"Present"
106	"WITnumErr_ww"	27	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	2	25	"Absent"
107	"WITnumErr_ww"	30	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	3	27	"Present"
108	"WITnumErr_ww"	7	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	0	7	"Absent"
109	"WITnumErr_ww"	27	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	4	23	"Absent"
110	"WITnumErr_ww"	14	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	1	13	"Present"
111	"WITnumErr_ww"	10	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	0	10	"Absent"
112	"WITnumErr_ww"	24	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	6	18	"Present"
113	"WITnumErr_ww"	10	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	2	8	"Present"
114	"WITnumErr_ww"	6	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	5	1	"Absent"
115	"WITnumErr_ww"	15	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	1	14	"Present"
116	"WITnumErr_ww"	10	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	0	10	"Absent"
117	"WITnumErr_ww"	10	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	0	10	"Present"
118	"WITnumErr_ww"	20	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	0	20	"Absent"
119	"WITnumErr_ww"	18	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	2	16	"Present"
120	"WITnumErr_ww"	17	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	5	12	"Absent"
121	"WITnumErr_ww"	10	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	3	7	"Present"
122	"WITnumErr_ww"	26	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	10	16	"Absent"
123	"WITnumErr_ww"	22	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	14	8	"Present"
124	"WITnumErr_ww"	17	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	2	15	"Absent"
125	"WITnumErr_ww"	18	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	9	9	"Present"
126	"WITnumErr_ww"	10	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	1	9	"Absent"
127	"WITnumErr_ww"	21	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	11	10	"Present"
128	"WITnumErr_ww"	13	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	9	4	"Absent"
129	"WITnumErr_ww"	12	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	5	7	"Present"
130	"WITnumErr_ww"	15	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	4	11	"Absent"
131	"WITnumErr_ww"	26	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	6	20	"Present"
132	"WITnumErr_ww"	6	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	0	6	"Absent"
133	"WITnumErr_ww"	21	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	11	10	"Present"
134	"WITnumErr_ww"	14	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	8	6	"Absent"
135	"WITnumErr_ww"	35	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	0	35	"Present"
136	"WITnumErr_ww"	8	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	5	3	"Absent"
137	"WITnumErr_ww"	23	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	0	23	"Present"
138	"WITnumErr_ww"	9	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	8	1	"Present"
139	"WITnumErr_ww"	31	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	4	27	"Absent"
140	"WITnumErr_ww"	4	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	1	3	"Absent"
141	"WITnumErr_ww"	3	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	0	3	"Present"
142	"WITnumErr_ww"	18	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	2	16	"Absent"
143	"WITnumErr_ww"	19	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	4	15	"Present"
144	"WITnumErr_ww"	30	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	2	28	"Absent"
145	"WITnumErr_ww"	21	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	0	21	"Present"
146	"WITnumErr_ww"	26	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	5	21	"Absent"
147	"WITnumErr_ww"	30	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	1	29	"Present"
148	"WITnumErr_ww"	16	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	2	14	"Absent"
149	"WITnumErr_ww"	17	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	1	16	"Present"
150	"WITnumErr_ww"	19	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	2	17	"Absent"
151	"WITnumErr_ww"	14	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	6	8	"Present"
152	"WITnumErr_ww"	8	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	1	7	"Absent"
153	"WITnumErr_ww"	1	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	1	0	"Present"
154	"WITnumErr_ww"	27	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	0	27	"Absent"
155	"WITnumErr_ww"	8	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	0	8	"Present"
156	"WITnumErr_ww"	16	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	2	14	"Absent"
157	"WITnumErr_ww"	4	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	0	4	"Present"
158	"WITnumErr_ww"	NA	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	NA	NA	"Absent"
159	"WITnumErr_ww"	19	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	3	16	"Present"
160	"WITnumErr_ww"	27	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	4	23	"Absent"
161	"WITnumErr_ww"	10	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	0	10	"Present"
162	"WITnumErr_ww"	30	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	5	25	"Absent"
163	"WITnumErr_ww"	20	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	0	20	"Present"
164	"WITnumErr_ww"	17	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	5	12	"Absent"
165	"WITnumErr_ww"	16	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	7	9	"Present"
166	"WITnumErr_ww"	15	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	5	10	"Absent"
167	"WITnumErr_ww"	5	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	2	3	"Present"
168	"WITnumErr_ww"	19	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	6	13	"Absent"
169	"WITnumErr_ww"	31	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	1	30	"Present"
170	"WITnumErr_ww"	18	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	7	11	"Absent"
171	"WITnumErr_ww"	26	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	3	23	"Present"
172	"WITnumErr_ww"	19	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	0	19	"Absent"
173	"WITnumErr_ww"	27	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	11	16	"Present"
174	"WITnumErr_ww"	20	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	3	17	"Absent"
175	"WITnumErr_ww"	7	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	4	3	"Present"
176	"WITnumErr_ww"	16	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	4	12	"Absent"
177	"WITnumErr_ww"	17	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	1	16	"Present"
178	"WITnumErr_ww"	28	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	6	22	"Absent"
179	"WITnumErr_ww"	23	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	10	13	"Present"
180	"WITnumErr_ww"	20	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	9	11	"Absent"
181	"WITnumErr_ww"	10	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	3	7	"Present"
182	"WITnumErr_ww"	38	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	6	32	"Absent"
183	"WITnumErr_ww"	26	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	4	22	"Present"
184	"WITnumErr_ww"	9	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	1	8	"Absent"
185	"WITnumErr_ww"	9	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	3	6	"Present"
186	"WITnumErr_ww"	32	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	15	17	"Absent"
187	"WITnumErr_ww"	25	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	5	20	"Present"
188	"WITnumErr_ww"	20	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	6	14	"Absent"
189	"WITnumErr_ww"	12	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	6	6	"Present"
190	"WITnumErr_ww"	21	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	7	14	"Absent"
191	"WITnumErr_ww"	25	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	11	14	"Present"
192	"WITnumErr_ww"	21	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	0	21	"Absent"
193	"WITnumErr_ww"	11	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	2	9	"Present"
194	"WITnumErr_ww"	27	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	5	22	"Absent"
195	"WITnumErr_ww"	21	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	6	15	"Present"
196	"WITnumErr_ww"	11	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	6	5	"Absent"
197	"WITnumErr_ww"	20	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	4	16	"Present"
198	"WITnumErr_ww"	20	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	1	19	"Absent"
199	"WITnumErr_ww"	5	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	2	3	"Present"
200	"WITnumErr_ww"	5	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	3	2	"Absent"
201	"WITnumErr_ww"	9	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	3	6	"Present"
202	"WITnumErr_ww"	23	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	5	18	"Absent"
203	"WITnumErr_ww"	32	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	20	12	"Present"
204	"WITnumErr_ww"	24	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	5	19	"Absent"
205	"WITnumErr_ww"	10	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	6	4	"Present"
206	"WITnumErr_ww"	29	"white_incon"	"WIT"	"incongruent"	"white"	"gun"	1	28	"Absent"
1	"WITnumErr_bt"	NA	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	NA	NA	"Present"
2	"WITnumErr_bt"	11	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	6	5	"Absent"
3	"WITnumErr_bt"	20	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	11	9	"Present"
4	"WITnumErr_bt"	22	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	11	11	"Absent"
5	"WITnumErr_bt"	17	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	15	2	"Present"
6	"WITnumErr_bt"	18	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	12	6	"Absent"
7	"WITnumErr_bt"	NA	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	NA	NA	"Present"
8	"WITnumErr_bt"	27	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	20	7	"Absent"
9	"WITnumErr_bt"	NA	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	NA	NA	"Present"
10	"WITnumErr_bt"	15	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	7	8	"Absent"
11	"WITnumErr_bt"	24	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	13	11	"Present"
12	"WITnumErr_bt"	25	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	14	11	"Absent"
13	"WITnumErr_bt"	18	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	9	9	"Present"
14	"WITnumErr_bt"	17	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	4	13	"Absent"
15	"WITnumErr_bt"	29	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	10	19	"Present"
16	"WITnumErr_bt"	12	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	2	10	"Absent"
17	"WITnumErr_bt"	26	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	18	8	"Present"
18	"WITnumErr_bt"	19	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	8	11	"Absent"
19	"WITnumErr_bt"	NA	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	NA	NA	"Present"
20	"WITnumErr_bt"	20	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	7	13	"Absent"
21	"WITnumErr_bt"	16	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	11	5	"Present"
22	"WITnumErr_bt"	41	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	10	31	"Absent"
23	"WITnumErr_bt"	28	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	7	21	"Present"
24	"WITnumErr_bt"	28	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	5	23	"Absent"
25	"WITnumErr_bt"	21	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	15	6	"Present"
26	"WITnumErr_bt"	15	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	6	9	"Absent"
27	"WITnumErr_bt"	30	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	23	7	"Present"
28	"WITnumErr_bt"	25	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	8	17	"Absent"
29	"WITnumErr_bt"	28	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	7	21	"Present"
30	"WITnumErr_bt"	22	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	11	11	"Absent"
31	"WITnumErr_bt"	NA	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	NA	NA	"Present"
32	"WITnumErr_bt"	31	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	3	28	"Absent"
33	"WITnumErr_bt"	30	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	7	23	"Present"
34	"WITnumErr_bt"	17	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	5	12	"Absent"
35	"WITnumErr_bt"	23	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	17	6	"Present"
36	"WITnumErr_bt"	23	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	2	21	"Absent"
37	"WITnumErr_bt"	39	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	4	35	"Present"
38	"WITnumErr_bt"	28	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	12	16	"Absent"
39	"WITnumErr_bt"	16	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	6	10	"Present"
40	"WITnumErr_bt"	4	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	3	1	"Absent"
41	"WITnumErr_bt"	32	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	8	24	"Present"
42	"WITnumErr_bt"	7	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	4	3	"Absent"
43	"WITnumErr_bt"	2	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	0	2	"Present"
44	"WITnumErr_bt"	31	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	11	20	"Absent"
45	"WITnumErr_bt"	23	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	6	17	"Present"
46	"WITnumErr_bt"	19	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	9	10	"Absent"
47	"WITnumErr_bt"	14	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	8	6	"Present"
48	"WITnumErr_bt"	28	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	19	9	"Absent"
49	"WITnumErr_bt"	11	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	3	8	"Absent"
50	"WITnumErr_bt"	25	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	3	22	"Present"
51	"WITnumErr_bt"	NA	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	NA	NA	"Present"
52	"WITnumErr_bt"	16	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	11	5	"Absent"
53	"WITnumErr_bt"	13	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	5	8	"Present"
54	"WITnumErr_bt"	30	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	8	22	"Absent"
55	"WITnumErr_bt"	24	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	9	15	"Present"
56	"WITnumErr_bt"	22	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	14	8	"Absent"
57	"WITnumErr_bt"	15	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	11	4	"Present"
58	"WITnumErr_bt"	17	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	6	11	"Absent"
59	"WITnumErr_bt"	21	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	12	9	"Present"
60	"WITnumErr_bt"	4	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	3	1	"Absent"
61	"WITnumErr_bt"	25	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	1	24	"Present"
62	"WITnumErr_bt"	15	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	9	6	"Absent"
63	"WITnumErr_bt"	5	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	0	5	"Present"
64	"WITnumErr_bt"	27	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	0	27	"Absent"
65	"WITnumErr_bt"	27	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	6	21	"Present"
66	"WITnumErr_bt"	13	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	3	10	"Absent"
67	"WITnumErr_bt"	17	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	11	6	"Present"
68	"WITnumErr_bt"	32	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	6	26	"Absent"
69	"WITnumErr_bt"	10	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	4	6	"Present"
70	"WITnumErr_bt"	26	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	9	17	"Absent"
71	"WITnumErr_bt"	24	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	5	19	"Present"
72	"WITnumErr_bt"	16	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	13	3	"Absent"
73	"WITnumErr_bt"	14	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	3	11	"Present"
74	"WITnumErr_bt"	22	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	3	19	"Absent"
75	"WITnumErr_bt"	25	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	3	22	"Present"
76	"WITnumErr_bt"	19	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	5	14	"Absent"
77	"WITnumErr_bt"	31	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	18	13	"Present"
78	"WITnumErr_bt"	22	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	13	9	"Absent"
79	"WITnumErr_bt"	6	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	2	4	"Present"
80	"WITnumErr_bt"	29	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	5	24	"Absent"
81	"WITnumErr_bt"	24	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	0	24	"Present"
82	"WITnumErr_bt"	22	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	5	17	"Absent"
83	"WITnumErr_bt"	25	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	9	16	"Present"
84	"WITnumErr_bt"	15	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	7	8	"Absent"
85	"WITnumErr_bt"	35	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	20	15	"Present"
86	"WITnumErr_bt"	28	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	19	9	"Absent"
87	"WITnumErr_bt"	35	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	29	6	"Present"
88	"WITnumErr_bt"	27	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	7	20	"Absent"
89	"WITnumErr_bt"	36	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	11	25	"Present"
90	"WITnumErr_bt"	19	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	4	15	"Absent"
91	"WITnumErr_bt"	21	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	11	10	"Present"
92	"WITnumErr_bt"	25	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	14	11	"Absent"
93	"WITnumErr_bt"	20	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	7	13	"Present"
94	"WITnumErr_bt"	29	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	5	24	"Absent"
95	"WITnumErr_bt"	39	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	12	27	"Present"
96	"WITnumErr_bt"	9	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	4	5	"Absent"
97	"WITnumErr_bt"	24	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	15	9	"Present"
98	"WITnumErr_bt"	21	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	4	17	"Absent"
99	"WITnumErr_bt"	16	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	5	11	"Present"
100	"WITnumErr_bt"	18	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	2	16	"Absent"
101	"WITnumErr_bt"	16	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	4	12	"Present"
102	"WITnumErr_bt"	16	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	9	7	"Absent"
103	"WITnumErr_bt"	20	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	4	16	"Present"
104	"WITnumErr_bt"	13	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	4	9	"Absent"
